rec_id,culture,given_name,surname,sex,date_of_birth
rec-68-org,afr,alara,,f,19980928
rec-69-org,afr,ayikaitso,morometsho,f,19831011
rec-70-org,afr,tefle,wichmann,,20020406
rec-71-org,afr,omorose,ililonga,f,19470131
rec-72-org,afr,semeni,angwenyi,f,20001015
rec-73-org,afr,alara,pratt,f,19740319
rec-74-org,afr,olajuan,lynch,f,19650904
rec-75-org,afr,nwaka,shabangu,f,19790719
rec-76-org,afr,mishago,kamakya,,19640613
rec-77-org,afr,mbaya,waller,f,19600328
rec-78-org,afr,najja,,f,19801019
rec-79-org,afr,kariuki,staggie,f,19970101
rec-80-org,afr,oghenekev,snaith,f,19730414
rec-81-org,afr,masilonyane,matewere,f,
rec-82-org,afr,kahero,normand,f,19501216
rec-83-org,afr,nar,mapenzi,,19580530
rec-84-org,afr,kijana,abura,f,19880618
rec-85-org,afr,isaia,mtonga,f,19771007
rec-86-org,afr,onyemaechi,chisela,f,19970918
rec-87-org,afr,akpenamawu,sagna,f,
rec-88-org,afr,ijoma,dunford,f,19500407
rec-89-org,afr,amini,peake,m,19680114
rec-90-org,afr,iccaam,norrie,,19891130
rec-91-org,afr,nyiramoho,sillands,f,19911106
rec-92-org,afr,hazika,chilala,f,19990106
rec-93-org,afr,tanest,,,19901022
rec-94-org,afr,birago,matembe,f,19901202
rec-95-org,afr,ndubia,ikpeme,,19590504
rec-96-org,afr,azibo,sikhosana,f,
rec-97-org,afr,urafiki,delfava,f,19600823
rec-98-org,afr,abena,adedibu,f,19770621
rec-99-org,afr,mchumba,willcock,f,19750704
rec-100-org,afr,ijoma,olanrewaju,f,19530219
rec-101-org,afr,jwahir,diagne,,19900823
rec-102-org,afr,olisaemeka,hughes,f,19671106
rec-103-org,afr,ice,ofosu,f,19910415
rec-104-org,afr,awushie,lothrop,f,
rec-105-org,afr,sopuluchukwu,gowie,f,19980126
rec-106-org,afr,coumba,isegawa,f,19671031
rec-107-org,afr,benyounes,okogha,m,
rec-108-org,afr,oman,mollel,f,19660715
rec-109-org,afr,milandu,wilmot,f,20020227
rec-110-org,afr,mawagali,gitau,,19610616
rec-111-org,afr,okonkwo,chibulu,f,19571130
rec-112-org,afr,bolanle,letsholathebe,f,
rec-113-org,afr,abeo,ssenjovu,m,19750727
rec-114-org,afr,jemar,siamate,m,
rec-115-org,afr,businge,lagat,f,19940816
rec-116-org,afr,menza,turrell,f,19410622
rec-117-org,afr,murua,ngoni,f,
rec-118-org,afr,kachay,warren,m,19460122
rec-119-org,afr,mashuhuri,ojugbana,f,19821206
rec-120-org,afr,dalibunga,reijnersz,,19860328
rec-121-org,afr,duniisai,amuge,f,19751120
rec-122-org,afr,mwari,cherry,f,19560310
rec-123-org,afr,nasiche,chiphwanya,,19710818
rec-124-org,afr,zinachukw,ludigomkasa,f,20001031
rec-125-org,afr,vatusia,kaffuko,,19461124
rec-126-org,afr,obianuju,kitur,f,19630509
rec-127-org,afr,dhakiya,dubusson,f,20010306
rec-128-org,afr,kaseko,riddell,f,19580111
rec-129-org,afr,hanif,damji,m,19821210
rec-130-org,afr,omoro,erwee,f,19510730
rec-131-org,afr,ikuseghan,fish,,19470128
rec-132-org,afr,khatiti,mukosha,f,19960109
rec-133-org,afr,mekbib,uduack,f,19420919
rec-134-org,afr,madiba,bura,f,19700709
rec-135-org,afr,osinachi,wainaina,m,19501228
rec-136-org,afr,eskinder,kahn,,19540418
rec-137-org,afr,baliwe,sugut,f,
rec-138-org,afr,olajuan,rukidi,f,19760305
rec-139-org,afr,shermarke,manek,f,19480903
rec-140-org,afr,chifuniro,heard,m,19860804
rec-141-org,afr,nyamu,majola,f,19871004
rec-142-org,afr,taruvinga,reichard,f,19911124
rec-143-org,afr,muthomi,gilstain,f,19790726
rec-144-org,afr,lineo,wanjiku,f,19821201
rec-145-org,afr,esiankiki,chepkurgor,,19650111
rec-146-org,afr,ogunkeye,sherif,f,19910613
rec-147-org,afr,somoe,malala,f,19821224
rec-148-org,afr,henock,eigelaar,f,19601120
rec-149-org,afr,tinzert,kamau,f,19571122
rec-150-org,afr,ibeabuchi,kpodar,f,19551009
rec-151-org,afr,nubia,dejager,f,19970714
rec-152-org,afr,milkasa,terry,f,
rec-153-org,afr,addi,mbesuma,m,19480722
rec-154-org,afr,,posselt,f,19910525
rec-155-org,afr,menikaliy,henning,f,19591024
rec-156-org,afr,shani,sefir,,20010113
rec-157-org,afr,kumsa,olweny,,19530611
rec-158-org,afr,mhadi,mwakulegwa,m,19900804
rec-159-org,afr,anenechukwu,lungu,m,19880719
rec-160-org,afr,iverem,smal,,19731112
rec-161-org,afr,danean,kondowe,m,19420114
rec-162-org,afr,owoduni,obua,m,
rec-163-org,afr,oban,kersop,f,19431220
rec-164-org,afr,akosia,tiquin,m,19521107
rec-165-org,afr,nomusa,groen,m,19970918
rec-166-org,afr,lutalo,gairns,f,19450303
rec-167-org,afr,ushindi,ogunnupe,f,19570201
rec-168-org,afr,zakiya,akide,f,19691114
rec-169-org,afr,kagera,lavatsa,f,19890712
rec-170-org,afr,malomo,chona,f,19730404
rec-171-org,afr,gichinga,muazu,f,19740128
rec-172-org,afr,kyesi,mcquirk,m,19890112
rec-173-org,afr,cherrise,mamora,f,19960731
rec-174-org,afr,mbanefo,chishimba,,
rec-175-org,afr,adejola,,,20000620
rec-176-org,afr,sebahive,nabulyato,,19470202
rec-177-org,afr,femy,fath,f,19450112
rec-178-org,afr,mtangulizi,nzioka,,20020208
rec-179-org,afr,shondah,wild,,
rec-180-org,afr,atas,achieng,,19880630
rec-181-org,afr,shor,chavula,,19950127
rec-182-org,afr,nwofia,langat,f,
rec-183-org,afr,uwadiegwu,tyers,f,
rec-184-org,afr,onochie,girei,m,
rec-185-org,afr,cheryce,templeman,,19550319
rec-186-org,afr,kuguru,prinsloo,m,19620214
rec-187-org,afr,amechi,walsh,f,19780819
rec-188-org,afr,tamela,wainaina,f,20020507
rec-189-org,afr,peyisai,merwe,f,19810531
rec-190-org,afr,husani,mboole,f,19731027
rec-191-org,afr,nkemdilim,ongoro,f,19620409
rec-192-org,afr,adanna,bisa,f,19481105
rec-193-org,afr,aduda,oliha,f,19420315
rec-194-org,afr,velinda,welle,f,19790423
rec-195-org,afr,krune,tonkin,,19890706
rec-196-org,afr,chimwala,stofberg,f,19780715
rec-197-org,afr,roba,habe,m,19630715
rec-198-org,afr,tenneh,thuo,f,19921211
rec-199-org,afr,alemr,kinsaka,,19830830
rec-200-org,afr,nobanzi,okpako,f,19830623
rec-201-org,afr,ekenedilinna,noor,m,19591014
rec-202-org,afr,onwughara,kazini,f,19721129
rec-203-org,afr,jata,chigamba,f,19710410
rec-204-org,afr,muraya,nkombo,f,19580726
rec-205-org,afr,ndemi,yzelle,m,20001210
rec-206-org,afr,mshengu,solaja,f,20000831
rec-207-org,afr,dike,carter,f,19831014
rec-208-org,afr,mukumtaga,osagie,m,19780718
rec-209-org,afr,ganizani,nkanata,f,
rec-210-org,afr,ogunsanawo,priddle,,
rec-211-org,afr,kampibe,pringle,,19400205
rec-212-org,afr,sroda,wewejie,f,
rec-213-org,afr,lolonyo,sandys,f,
rec-214-org,afr,tajah,emslie,f,19520723
rec-215-org,afr,mwendapole,chanda,m,20011211
rec-216-org,afr,unissa,kalule,f,19500211
rec-217-org,afr,haidar,kupaza,,19460719
rec-218-org,afr,kambiri,dunn,f,
rec-219-org,afr,odinakachukwu,nisbet,m,19980419
rec-220-org,afr,kalititi,whelan,m,19990114
rec-221-org,afr,,woudberg,f,19510522
rec-222-org,afr,uhuru,bann,f,19851028
rec-223-org,afr,magoma,mutinta,m,
rec-224-org,afr,mengisteab,madaki,f,19680913
rec-225-org,afr,kwagalana,gultig,m,19650429
rec-226-org,afr,tyumzashe,banda,,19570713
rec-227-org,afr,,adenihun,f,19400217
rec-228-org,afr,birago,kapp,f,19480506
rec-229-org,afr,oluyemi,bambury,f,
rec-230-org,afr,wamukota,makondo,f,19580309
rec-231-org,afr,shameeka,hanslo,,19810726
rec-232-org,afr,cazembe,stroeble,,20001001
rec-233-org,afr,gogo,azikwe,,19450713
rec-234-org,afr,kefentse,klette,,
rec-235-org,afr,raha,epstein,f,19750609
rec-236-org,afr,quadrees,kietzmann,f,19841003
rec-237-org,afr,nontsikel,landman,,19720320
rec-238-org,afr,zinachidi,rooza,f,
rec-239-org,afr,urunwa,maccullum,f,19590907
rec-240-org,afr,olabunmi,chingaila,f,19710720
rec-241-org,afr,toakase,kajura,f,
rec-242-org,afr,tithandia,robey,m,19520915
rec-243-org,afr,tabita,mwalwanda,f,19790312
rec-244-org,afr,teko,salomon,f,20011007
rec-245-org,afr,rhamah,kalyalya,,19490504
rec-246-org,afr,nteremezi,obisesan,f,20020309
rec-247-org,afr,,darko,,19731222
rec-248-org,afr,chilemba,chiazzari,f,19680804
rec-249-org,afr,dike,mutanya,f,19541020
rec-250-org,afr,ummi,stranack,,19480808
rec-251-org,afr,yohance,odzaga,f,
rec-252-org,afr,tsiresy,chelimo,f,19740322
rec-253-org,afr,tigist,mutoko,f,19770220
rec-254-org,afr,bisrat,wiegand,f,19470131
rec-255-org,afr,afam,rygaard,,19541230
rec-256-org,afr,adaku,hallis,,
rec-257-org,afr,nkruma,nurudeen,f,19530604
rec-258-org,afr,ngady,muiruri,f,19830725
rec-259-org,afr,hafidha,gaas,,19440603
rec-260-org,afr,diata,gabanakgosi,f,19791002
rec-261-org,afr,asong,mbumwaye,m,19860324
rec-262-org,afr,berko,hagenmeister,f,
rec-263-org,afr,noxolo,ihenacho,f,19551207
rec-264-org,afr,shirrell,adelabu,f,19980129
rec-265-org,afr,amennay,dawa,m,19670528
rec-266-org,afr,kabelo,kipkirui,m,19400828
rec-267-org,afr,chaga,kinyera,m,19641102
rec-268-org,afr,modibo,babatunde,f,19420414
rec-269-org,afr,ziraili,penza,f,19970407
rec-270-org,afr,adanya,worku,m,19900225
rec-271-org,afr,zubayda,leek,f,19500726
rec-272-org,afr,mbeke,anubi,m,19530711
rec-273-org,afr,meja,spedden,f,19450315
rec-274-org,afr,tabia,mwandenga,f,19821030
rec-275-org,afr,machumu,gowers,,19701122
rec-276-org,afr,manang,semmens,f,20010812
rec-277-org,afr,fujo,,f,19511009
rec-278-org,afr,beremew,denboba,f,19440420
rec-279-org,afr,masani,akaranga,,19960719
rec-280-org,afr,mud,carlisle,,19490714
rec-281-org,afr,manyara,wennick,f,19830214
rec-282-org,afr,rabodo,maleka,f,19971021
rec-283-org,afr,to,ojaide,f,
rec-284-org,afr,tumelo,malaya,,19480503
rec-285-org,afr,ige,simiyu,,20020616
rec-286-org,afr,malkia,kaile,f,20010528
rec-287-org,afr,gaya,igwebuike,f,20001026
rec-288-org,afr,pepukayi,quarshie,f,19900202
rec-289-org,afr,kassinda,tiquin,,19641214
rec-290-org,afr,ramaddhani,mulombwa,f,19980813
rec-291-org,afr,akono,martyrs,,19720806
rec-292-org,afr,dalicia,emedolu,f,
rec-293-org,afr,wangari,montgomery,f,19941020
rec-294-org,afr,emeka,shikwati,f,19800601
rec-295-org,afr,,achermann,f,19551124
rec-296-org,afr,gebreegziabhear,madaki,f,19701004
rec-297-org,afr,ndege,githongo,,19951230
rec-298-org,afr,nakawa,daku,f,19920414
rec-299-org,afr,kenyangi,steers,f,20000217
rec-300-org,afr,iregi,havengaar,f,20000808
rec-301-org,afr,somoe,chelimo,f,20010619
rec-302-org,afr,yakini,commins,,19570511
rec-303-org,afr,edo,seaborne,f,19621117
rec-304-org,afr,siwazuri,marupeng,f,
rec-305-org,afr,diliza,ristow,f,19690913
rec-306-org,afr,worku,,f,19791225
rec-307-org,afr,dedan,giles,f,19730821
rec-308-org,afr,faruki,maluma,f,
rec-309-org,afr,misrak,ifejiagwa,f,19531017
rec-310-org,afr,smail,mwanagaza,,19960715
rec-311-org,afr,akanke,mwala,f,19850209
rec-312-org,afr,zainabu,sodje,f,19881216
rec-313-org,afr,jaleesa,hopf,f,
rec-314-org,afr,chioh,nigusse,f,19620903
rec-315-org,afr,zwena,kichenbrand,f,19830916
rec-316-org,afr,shawndah,mnguni,f,19530902
rec-317-org,afr,katiza,nkhono,m,19690929
rec-318-org,afr,irwah,raal,f,19570815
rec-319-org,afr,mtendere,mubita,,19890626
rec-320-org,afr,fowsia,chepchumba,f,19750806
rec-321-org,afr,olu,menjo,f,19830518
rec-322-org,afr,asura,gudina,f,19430731
rec-323-org,afr,bagenda,starr,f,19980812
rec-324-org,afr,ghnima,murison,f,19520619
rec-325-org,afr,ebelegbulam,gwangul,m,19500302
rec-326-org,afr,fossa,jeevanjee,f,
rec-327-org,afr,marien,lawsoin,,19590607
rec-328-org,afr,nyambura,eales,f,20010704
rec-329-org,afr,sopulu,lyle,f,19551201
rec-330-org,afr,adelan,imasiku,,20001116
rec-331-org,afr,sigele,kidero,f,19621101
rec-332-org,afr,tesfaye,,f,19400821
rec-333-org,afr,obiajunwa,schwartz,,19941123
rec-334-org,afr,jitujeusi,naiambana,f,19750919
rec-335-org,afr,toure,resha,f,19970117
rec-336-org,afr,tusajigwe,rubelli,,19751211
rec-337-org,afr,akiki,,m,19860626
rec-338-org,afr,shasmecka,hillock,f,19751101
rec-339-org,afr,,otuwe,f,19641021
rec-340-org,afr,jevonne,goville,f,19860118
rec-341-org,afr,matumaini,falae,f,19920824
rec-342-org,afr,tionge,kony,f,20021115
rec-343-org,afr,nafisi,akufuna,,20010414
rec-344-org,afr,farai,twaha,f,19470115
rec-345-org,afr,dimya,saileti,m,19851108
rec-346-org,afr,hajari,topham,f,19501019
rec-347-org,afr,azinza,lekuton,f,19820415
rec-348-org,afr,gemeda,fulton,,19910831
rec-349-org,afr,andwele,serfonteyn,f,19841026
rec-350-org,afr,menilik,mogaladi,m,
rec-351-org,afr,leishah,ndambiri,f,20001219
rec-352-org,afr,sisay,ebenezer,f,19810809
rec-353-org,afr,kinshasha,wilkin,,19680605
rec-354-org,afr,hasanati,spilsbury,f,19420126
rec-355-org,afr,nneka,lamusse,f,19420513
rec-356-org,afr,zgz,ampar,f,19511011
rec-357-org,afr,ngozi,pachonik,,20020802
rec-358-org,afr,motlatsi,worman,f,19480113
rec-359-org,afr,,dickerson,f,20010913
rec-360-org,afr,lishan,situwa,f,19540825
rec-361-org,afr,jendyose,egerega,f,19770116
rec-362-org,afr,ndubia,peers,,19871229
rec-363-org,afr,dalali,,f,19770913
rec-364-org,afr,eloka,hikacheya,f,19620608
rec-365-org,afr,kaaria,snyman,,19580913
rec-366-org,afr,zwena,ezinwa,f,19440902
rec-367-org,afr,sika,muthee,,19920217
rec-368-org,afr,aster,kozlowiecki,m,
rec-369-org,afr,kadidou,nze,f,19411130
rec-370-org,afr,fodeba,denner,,19690114
rec-371-org,afr,tsekani,sadler,f,
rec-372-org,afr,sharlon,renke,f,20010417
rec-373-org,afr,hiempsal,shubissa,f,19421021
rec-374-org,afr,lozokun,mudasiru,,19460511
rec-375-org,afr,so,choji,f,19450325
rec-376-org,afr,absco,smit,,19561230
rec-377-org,afr,wafor,kaweesa,f,19780425
rec-378-org,afr,iregi,rajah,,19690215
rec-379-org,afr,kuiwa,vippond,f,19800802
rec-380-org,afr,kwaniesha,,f,19590410
rec-381-org,afr,murua,chipelembe,f,19520601
rec-382-org,afr,malkia,nnachi,f,20011112
rec-383-org,afr,nia,graham,,19781218
rec-384-org,afr,uwadiegwu,igun,f,
rec-385-org,afr,tarishi,makori,,
rec-386-org,afr,kifimbo,nzenze,f,20020810
rec-387-org,afr,azubuike,magashi,f,19780801
rec-388-org,afr,lamkwei,masango,,19710517
rec-389-org,afr,madhubuti,heinen,f,19950918
rec-390-org,afr,tian,karugire,f,19861211
rec-391-org,afr,ntombizin,ekpo,f,20020627
rec-392-org,afr,zidant,engle,f,19740225
rec-393-org,afr,kwashie,chimoba,f,
rec-394-org,afr,kesia,jallow,f,19450724
rec-395-org,afr,chilemba,neto,f,19860918
rec-396-org,afr,masamba,konde,f,19520606
rec-397-org,afr,eljamah,large,f,19891231
rec-398-org,afr,amoge,leuenhoff,,19970218
rec-399-org,afr,ameng,sheard,f,19600918
rec-400-org,afr,mzee,mollel,f,19600419
rec-401-org,afr,bunyoro,izobo,,19831215
rec-402-org,afr,dikeledi,lwimbo,m,19430615
rec-403-org,afr,amechi,ehinlanwo,f,19440603
rec-404-org,afr,ferrudj,goncalves,f,19971218
rec-405-org,afr,cherrise,mba,,19480203
rec-406-org,afr,masibulele,bifwoli,f,19851126
rec-407-org,afr,muthemba,penrith,f,19440808
rec-408-org,afr,kwatekwei,qoyi,f,
rec-409-org,afr,,efevberha,f,19790823
rec-410-org,afr,ghaffar,fininley,f,
rec-411-org,afr,imarogbe,kakana,f,20020114
rec-412-org,afr,dike,kakoma,f,19780503
rec-413-org,afr,kudyauku,faal,f,19960605
rec-414-org,afr,tasie,ladner,m,19950210
rec-415-org,afr,nyakarima,njonjo,f,19500731
rec-416-org,afr,charron,odoki,f,19670812
rec-417-org,afr,malkia,nkandela,f,19700426
rec-418-org,afr,kutisha,agoye,f,19770219
rec-419-org,afr,gazali,cockar,f,
rec-420-org,afr,meles,ojokolo,f,19670828
rec-421-org,afr,damani,ndilila,,19730728
rec-422-org,afr,anene,msuku,f,19690514
rec-423-org,afr,tekiyah,chukunyere,f,20010821
rec-424-org,afr,masamba,winga,f,19570410
rec-425-org,afr,azana,,f,19860212
rec-426-org,afr,yakubu,irungu,m,19820326
rec-427-org,afr,kuumba,sillands,f,19571010
rec-428-org,afr,osinachi,zerwick,f,19811002
rec-429-org,afr,tadla,sheikh,,19420918
rec-430-org,afr,luzuko,choudry,f,19980407
rec-431-org,afr,jugurtha,oduol,f,19930106
rec-432-org,afr,yemi,chukwura,f,19810712
rec-433-org,afr,ashaki,saleh,f,
rec-434-org,afr,gizaw,ainsley,m,20010220
rec-435-org,afr,kpodo,kaite,m,19510611
rec-436-org,afr,,cheney,f,19610207
rec-437-org,afr,rakota,adlem,f,19720427
rec-438-org,afr,kalula,adlam,f,
rec-439-org,afr,igmi,kiptanui,f,19600402
rec-440-org,afr,abosi,makolo,f,19500225
rec-441-org,afr,omenuko,mphahlele,,19960730
rec-442-org,afr,kwate,kalyesubula,,19820204
rec-443-org,afr,glele,lamusse,f,19910524
rec-444-org,afr,limbe,kemei,m,19630119
rec-445-org,afr,kibwe,orizu,,19870425
rec-446-org,afr,mugendi,nzeyi,,19701216
rec-447-org,afr,rufaro,terblans,f,19530108
rec-448-org,afr,dumeto,yoka,f,19980701
rec-449-org,afr,kgosi,ainslie,f,20011205
rec-450-org,afr,,nzekwu,,19710715
rec-451-org,afr,bankole,jufar,,19501006
rec-452-org,afr,fidela,taty,m,19461017
rec-453-org,afr,fulass,marumoagae,m,19630302
rec-454-org,afr,tamrust,zungu,f,19970918
rec-455-org,afr,quadrees,,f,19980728
rec-456-org,afr,kayin,,m,19840108
rec-457-org,afr,chipita,absher,f,19670303
rec-458-org,afr,lavoun,badman,f,19740619
rec-459-org,afr,oseye,msango,f,
rec-460-org,afr,chima,liwonde,f,
rec-461-org,afr,aladinma,feleke,f,19430423
rec-462-org,afr,dukuzumuremyi,kapondi,,19480923
rec-463-org,afr,olusola,tunoi,f,20010516
rec-464-org,afr,nomasonto,ossai,f,19730309
rec-465-org,afr,taiwo,,f,19400727
rec-466-org,afr,ebelegbul,gebers,f,19761218
rec-467-org,afr,amarachi,sharangabo,m,19570320
rec-468-org,afr,folake,morris,,19530521
rec-469-org,afr,nzarbarimb,iyam,f,
rec-470-org,afr,nabirye,bulaya,f,20000921
rec-471-org,afr,velinda,yekini,,
rec-472-org,afr,akuako,essop,m,19421117
rec-473-org,afr,hainidi,maposa,,19890803
rec-474-org,afr,matiu,adande,f,19781216
rec-475-org,afr,usiku,crawford,f,
rec-476-org,afr,gete,dia,f,19511127
rec-477-org,afr,tuwalole,katebe,f,19520608
rec-478-org,afr,ghalyela,sutherland,m,19640315
rec-479-org,afr,hasina,redelinghuys,f,19491215
rec-480-org,afr,nabirye,hunnam,,19500310
rec-481-org,afr,odion,iringo,m,19641111
rec-482-org,afr,teferra,tolken,m,20000527
rec-483-org,afr,kassa,teferra,f,19641003
rec-484-org,afr,deg,kahenya,,19791027
rec-485-org,afr,amaechi,onwueme,,19990926
rec-486-org,afr,laweye,thring,f,19650706
rec-487-org,afr,mukiri,naidoo,f,19910718
rec-488-org,afr,gbaingbain,kroll,,19501124
rec-489-org,afr,abosi,naikuni,f,19660101
rec-490-org,afr,nazi,hardy,f,19890605
rec-491-org,afr,chinweuba,lele,f,19470702
rec-492-org,afr,nabukwasi,witten,f,19780513
rec-493-org,afr,karabo,hamya,f,19651122
rec-494-org,afr,zikomo,smitsdorff,m,19451206
rec-495-org,afr,iruka,maliko,f,19740401
rec-496-org,afr,mwakhamis,zegers,f,19970208
rec-497-org,afr,omoruyi,veldtsman,f,19720615
rec-498-org,afr,tafui,,f,19920307
rec-499-org,afr,serkadis,muleta,f,19461122
rec-500-org,afr,ziyapaya,lion-cachet,,
rec-501-org,afr,walu,theck,f,19561126
rec-502-org,afr,olusijibomi,lucky,f,19830107
rec-503-org,afr,sekai,bosire,,20020413
rec-504-org,afr,ibrahima,cawood,,19421210
rec-505-org,afr,owusu,wodajo,,19571211
rec-506-org,afr,tessfalfe,mukunyandela,,19460217
rec-507-org,afr,jalani,baguma,,19850326
rec-508-org,afr,yokana,schoen,f,19680312
rec-509-org,afr,aminu,enslen,,19671228
rec-510-org,afr,atieno,lampbrecht,f,20000624
rec-511-org,afr,chakiso,kuper,f,
rec-512-org,afr,nombeko,hashim,m,19971005
rec-513-org,afr,nganga,malama,f,19520128
rec-514-org,afr,jayde,ainslie,f,19811022
rec-515-org,afr,oluwatobi,lombe,f,19790914
rec-516-org,afr,sutka,madikizela,m,19840104
rec-517-org,afr,foday,cordeaux,f,19650708
rec-518-org,afr,danean,sang,,19720123
rec-519-org,afr,tarana,cheboiboch,f,19430509
rec-520-org,afr,muteteli,mardon,m,19481007
rec-521-org,afr,iza,ndonyo,f,19880127
rec-522-org,afr,ntombi,aliwa,f,19901025
rec-523-org,afr,kaseko,shentema,f,19960125
rec-524-org,afr,,cherrington,f,19811203
rec-525-org,afr,gharibuu,robey,f,20010625
rec-526-org,afr,mudiwa,abrie,m,19610308
rec-527-org,afr,onwubiko,wessels,,19640619
rec-528-org,afr,kirabo,yejju,f,19660925
rec-529-org,afr,chinweuba,sirma,m,19861029
rec-530-org,afr,keshon,ondoa,f,19610302
rec-531-org,afr,oge,meijer,,19500218
rec-532-org,afr,enyonam,rotich,m,19990530
rec-533-org,afr,so,achalu,f,19610316
rec-534-org,afr,damte,glenn,f,19971024
rec-535-org,afr,niamoja,kabokeme,f,20020830
rec-536-org,afr,kimbareta,stemmet,m,
rec-537-org,afr,worku,chapman,f,19511223
rec-538-org,afr,eshe,hintsa,f,
rec-539-org,afr,uche,agooba,m,19530522
rec-540-org,afr,,ojwok,f,19580323
rec-541-org,afr,asura,maduna,f,19760825
rec-542-org,afr,masaharta,olajuwon,f,19750901
rec-543-org,afr,nafuma,mudde,f,20000306
rec-544-org,afr,,lankas,f,19511112
rec-545-org,afr,tusajigwe,dixon,f,19500625
rec-546-org,afr,sopuluchukwu,qqu,f,19790204
rec-547-org,afr,duecha,jimoh,m,
rec-548-org,afr,odumeguru,msundwe,f,19500203
rec-549-org,afr,ezedine,mentasti,,19400515
rec-550-org,afr,mwaka,ngoshe,f,19531017
rec-551-org,afr,nkosazana,malherbe,f,19910123
rec-552-org,afr,maua,bale,f,19751015
rec-553-org,afr,lateefa,chekol,,19671027
rec-554-org,afr,akawel,schafer,f,
rec-555-org,afr,rasheeda,muya,f,19870421
rec-556-org,afr,makgatho,shumi,m,19910102
rec-557-org,afr,lavonn,aladefa,,19470503
rec-558-org,afr,teleza,rhodes,f,19800513
rec-559-org,afr,kwatekai,shilling,m,19410810
rec-560-org,afr,karamu,squire,,20011205
rec-561-org,afr,kale,muigai,,19530108
rec-562-org,afr,mwakhamis,ikeke,f,19791212
rec-563-org,afr,unissa,yoka,f,19840621
rec-564-org,afr,hamidi,schutze,f,19771110
rec-565-org,afr,dukuzumurenyi,munkombwe,f,
rec-566-org,afr,mapute,talel,,19660427
rec-567-org,afr,bocchus,tsehai,m,19470925
rec-568-org,afr,kenids,katuntu,,19630526
rec-569-org,afr,deshiki,muchimba,m,19700713
